es	Procura descubrir la verdad por entre las promesas y dádivas del rico, como por entre los sollozos e importunidades del pobre.
es	En efeto: él me paró tal, que hasta ahora he estado curándome en un hospital del mal que el mal villano entonces me hizo.
es	Y, antes que ella respondiese, dijo el licenciado: — ¿Hacia qué reino quiere guiar la vuestra señoría?
es	Tomad este bocado y bebed una vez, con que templaréis la cólera, y en tanto, descansará la cabra.
es	Ella tomó la mano, y en aquella mezcla de lenguas que tengo dicho me preguntó si era caballero y qué era la causa que no me rescataba.
es	Venía coronado —como se vio luego— con una corona de funesto ciprés; en las manos traía un bastón grande.
es	Calle, señor, que si oyese esto, se volvería loco de placer.
es	Pero el gato, no curándose destas amenazas, gruñía y apretaba.
es	Conocióme Luscinda luego, y conocíla yo; mas no como debía ella conocerme y yo conocerla.
es	Siguió su camino el carro, y don Quijote, Sancho y el del Verde Gabán prosiguieron el suyo.
es	Bien podrán los encantadores quitarme la ventura, pero el esfuerzo y el ánimo, será imposible.
es	Hízolo así el poeta, y púsola cual no digan dueñas, y ella quedó satisfecha, por verse con fama, aunque infame.
es	No hay para qué os pongáis en tan impertinente huida, porque ni vuestros pies lo podrán sufrir ni nosotros consentir.
es	El cual era un mozo de hasta edad de veinte y cuatro años, y dijo que era natural de Piedrahíta.
es	Oyólo don Quijote y dijo: — ¿Qué rumor es ése, Sancho?
es	Junto con la ermita tiene una pequeña casa, que él ha labrado a su costa; pero, con todo, aunque chica, es capaz de recibir huéspedes.
es	Pues no lo penséis, bellaco descomulgado, que sin duda lo estás, pues has puesto lengua en la sin par Dulcinea.
es	Él dijo que nueve meses, a siete reales cada mes.
es	Unas nuevas os quiero dar ahora, las cuales, ya que no sirvan de alivio a vuestro dolor, no os le aumentarán en ninguna manera.
es	Mas, decidme: ¿qué es eso de ínsulas, que no lo entiendo?
es	Pero de lo que yo agora me temo es de pensar si aquellos franceses le habrán dado libertad, o le habrán muerto por encubrir su hurto.
es	El licenciado le respondió que no tuviese pena, que ellos le sacarían de allí, mal que le pesase.
es	No dirás desto nada a nadie, porque pon lo tuyo en concejo, y unos dirán que es blanco y otros que es negro.
es	Dijo que sí, y que aquella noche se había dado cinco azotes.
es	En resolución, aquella tarde don Antonio Moreno, su huésped, y sus dos amigos, con don Quijote y Sancho, fueron a las galeras.
es	Dejo por mis albaceas al señor cura y al señor bachiller Sansón Carrasco, que están presentes.
es	Reducíansele a la memoria los maravillosos acaecimientos que en semejantes soledades y asperezas habían sucedido a caballeros andantes.
es	Preguntó luego don Quijote al ventero qué mase Pedro era aquél, y qué retablo y qué mono traía.
es	Mejor es retirarnos con buen compás de pies, y volvernos a nuestras querencias; que los que buscan aventuras no siempre las hallan buenas.
es	Todo era engrandecer yo mi ventura, por habérmela dado el cielo por señora: exageraba su belleza, admirábame de su valor y entendimiento.
fr	Qu’importé avec qui l’on soupe, pourvu qu’on fasse bonne chère?
fr	Candide eut la curiosité de voir des prêtres; il fit demander où ils étaient.
fr	Aussitôt on les dépouilla nus comme des singes, et ma mère aussi, nos filles d’honneur aussi, et moi aussi.
fr	Vanderdendur, le fameux négociant, répondit le nègre.
fr	Oserais-je vous demander, monsieur, dit Candide, si vous n’avez pas un grand plaisir à lire Horace?
fr	Tu lui as, sans doute, acheté un palais à Constantinople?
fr	On me mena chez le cadi, qui me fit donner cent coups de latte sous la plante des pieds, et m’envoya aux galères.
fr	Les jambes sont visiblement instituées pour être chaussées, et nous avons des chausses.
fr	Candide croyait rêver, et regardait toute sa vie comme un songe funeste, et le moment présent comme un songe agréable.
fr	Pardon, encore une fois, dit Candide au baron; pardon, mon révérend père, de vous avoir donné un grand coup d’épée au travers du corps.
fr	Je compte sur Cacambo comme sur moi-même.
fr	Je louai Dieu, qui vous ramenait à moi par tant d’épreuves.
fr	CANDIDE, ou L’OPTIMISME, TRADUIT DE L’ALLEMAND DE M.
fr	Candide, Cunégonde, et la vieille, passèrent par Lucena, par Chillas, par Lebrixa, et arrivèrent enfin à Cadix.
fr	Oui, répondit un des convives, mais je n’ai pu l’achever.
fr	Aussitôt Candide le mena dans l’étable de l’anabaptiste, où il lui fit manger un peu de pain; et quand Pangloss fut refait: Eh bien!
fr	De la sale province de Vestphalie, dit Candide: je suis né dans le château de Thunder-ten-tronckh.
fr	C’est certainement le Nouveau-Monde qui est le meilleur des univers possibles.
fr	Candide et Martin vont sur les côtes d’Angleterre; ce qu’ils y voient.
fr	Elle court sur-le-champ à Candide: Fuyez, dit-elle, ou dans une heure vous allez être brûlé.
fr	Mais, dit Candide, l’amiral français était aussi loin de l’amiral anglais que celui-ci l’était de l’autre!
fr	Elle deviendra ce qu’elle pourra, dit Cacambo; les femmes ne sont jamais embarrassées d’elles; Dieu y pourvoit; courons.
fr	Ne pourrai-je sortir au plus vite de ce pays où des singes agacent des tigres?
fr	Pococurante, en attendant le dîner, se fit donner un concerto.
fr	Ma belle demoiselle, répondit Candide, quand on est amoureux, jaloux, et fouetté par l’inquisition, on ne se connaît plus.
fr	On me fit cette opération avec un très grand succès, et j’ai été musicien de la chapelle de madame la princesse de Palestrine.
fr	La galère volait, ils étaient déjà dans le port.
fr	On parla ensuite de tragédies; la dame demanda pourquoi il y avait des tragédies qu’on jouait quelquefois, et qu’on ne pouvait lire.
fr	Platon a dit, il y a long-temps, que les meilleurs estomacs ne sont pas ceux qui rebutent tous les aliments.
fr	Il y avait dans la même hôtellerie un prieur de bénédictins; il acheta le cheval bon marché.
de	Ich ärgere mich schon fast, daß er abends niemals ausgeht; jetzt war er doch acht Tage in der Stadt, aber jeden Abend war er zu Hause.
de	Wenn nur nicht dieses unerträgliche Zischen des Vaters gewesen wäre!
de	Ihr Gesicht war zur Seite geneigt, prüfend und traurig folgten ihre Blicke den Notenzeilen.
de	Besonders die Art, wie sie alle aus Nase und Mund den Rauch ihrer Zigarren in die Höhe bliesen, ließ auf große Nervosität schließen.
de	Daß wir es so lange geglaubt haben, das ist ja unser eigentliches Unglück.
de	Der Junge hat ja nichts im Kopf als das Geschäft.
de	Den verfaulten Apfel in seinem Rücken und die entzündete Umgebung, die ganz von weichem Staub bedeckt war, spürte er schon kaum.
de	Aber es war eben die Ungewißheit, welche die anderen bedrängte und ihr Benehmen entschuldigte.
de	Gregor war äußerst neugierig, was sie zum Ersatze bringen würde, und er machte sich die verschiedensten Gedanken darüber.
de	Das sollte ich bei meinem Chef versuchen; ich würde auf der Stelle hinausfliegen.
de	Der Wagen, in dem sie allein saßen, war ganz von warmer Sonne durchschienen.
de	Im übrigen fühlte er sich verhältnismäßig behaglich.
de	Sie verständigten sich durch Gregors Zimmer.
de	Die Decke abzuwerfen war ganz einfach; er brauchte sich nur ein wenig aufzublasen und sie fiel von selbst.
de	Im Vorzimmer aber streckte er die rechte Hand weit von sich zur Treppe hin, als warte dort auf ihn eine geradezu überirdische Erlösung.
de	Sie brachte ihm, um seinen Geschmack zu prüfen, eine ganze Auswahl, alles auf einer alten Zeitung ausgebreitet.
de	Während des Schreibens kam die Bedienerin herein, um zu sagen, daß sie fortgehe, denn ihre Morgenarbeit war beendet.
de	Die Zuversicht und Sicherheit, womit die ersten Anordnungen getroffen worden waren, taten ihm wohl.
de	Wenn man schon so schwer arbeiten muß, wie wir alle, kann man nicht noch zu Hause diese ewige Quälerei ertragen.
de	Immerfort nur auf rasches Kriechen bedacht, achtete er kaum darauf, daß kein Wort, kein Ausruf seiner Familie ihn störte.
de	Diese kleinen roten Äpfel rollten wie elektrisiert auf dem Boden herum und stießen aneinander.
de	Mit welcher Kraft er sich auch auf die rechte Seite warf, immer wieder schaukelte er in die Rückenlage zurück.
de	Er war schon fast ganz umgedreht, als er sich, immer auf dieses Zischen horchend, sogar irrte und sich wieder ein Stück zurückdrehte.
de	Wie das nur einen Menschen so überfallen kann!
de	Der Vater schien wieder von seinem Eigensinn derartig ergriffen, daß er jeden Respekt vergaß, den er seinen Mietern immerhin schuldete.
de	Sie erhoben sich, gingen zum Fenster und blieben dort, sich umschlungen haltend.
de	Warum habe ich es nur im Geschäfte nicht gemeldet!
de	Er verdrehte den Kopf nach der Tür des Wohnzimmers, um die Frauen bei ihrer Rückkehr zu beobachten.
de	Besonders in der ersten Zeit gab es kein Gespräch, das nicht irgendwie wenn auch nur im geheimen, von ihm handelte.
de	Übrigens, noch mit dem Achtuhrzug fahre ich auf die Reise, die paar Stunden Ruhe haben mich gekräftigt.
it	I miei compagni che mi stavano a far la guardia!
it	Voi volete dimenticarvi di me; e io non voglio dimenticarmi di voi.
it	E di cotanto esemplo Nullo conforto il giusto tragga, e nulla Vergogna il tristo?
it	Io, io vorrei vedervi contento; vi voglio bene io.
it	Furono ricevuti a braccia aperte, e veduti con gran piacere: rammentavano una buona azione.
it	Alle volte, la gente ha dell'idee curiose.
it	Chi dice le bugie al dottore, vedete figliuolo, è uno sciocco che dirà la verità al giudice.
it	Un atroce pensiero gli balenò in mente:--forse là, là insieme, là sotto...
it	E trovandosi già un poco al largo, si levò di tasca il secondo pane, e attaccandoci un morso, s'avviò alla coda dell'esercito tumultuoso.
it	Quest'ultimo sonetto fu il primo componimento che dal Manzoni fosse pubblicato.
it	Quelli ripresero la loro strada, tutti pensierosi; le donne innanzi, e Renzo dietro, come per guardia.
it	Più elegiaco e più, direi quasi, umanitario, si mostra l'Imbonati; più tragico e più schiettamente italiano, il Gori.
it	Questioni importanti; ma che il lettore risolverà da sè, se ne ha voglia.
it	In Milano la livrea di vossignoria è conosciuta; ma in Monza....
it	Voi avete creduto che Dio non saprebbe difenderla!
it	Si mormorava il nome di don Rodrigo: in questo andavan tutti d'accordo; nel resto tutto era oscurità e congetture diverse.
it	Il primo svegliarsi, dopo una sciagura, e in un impiccio, è un momento molto amaro.
it	Lucia entrò nella stanza terrena, mentre Renzo stava angosciosamente informando Agnese, la quale angosciosamente lo ascoltava.
it	E poi, se volessero far delle pazzie, sarebbe un bel gusto, eh?
it	Viti, gelsi, frutti d'ogni sorte, tutto era stato strappato alla peggio, o tagliato al piede.
it	E qualche vicino, come per consolarlo, gli faceva eco.
it	Agnese infatti, quando si parlava di lei, era già poco lontana.
it	Quel volto, quelle parole, quell'atto, gli avevan dato la vita.
it	Riconosce don Abbondio, e rimane con gli occhi fissi, come incantata.
it	Se ha avuto cuore fin d'allora di mandare que' due demòni a farmi una figura di quella sorte sulla strada, ora poi, chi sa cosa farà!
it	Cioè bisognerà insinuargli con prudenza, affinchè non s'avveda di quel che è passato tra di noi.
it	Ogni tanto, s'incontravano mendichi laceri e macilenti, o invecchiati nel mestiere, o spinti allora dalla necessità a tender la mano.
it	Bisogna aver due testimoni ben lesti e ben d'accordo.
it	Conseguenza necessaria della gran facilità con cui li seminavano que' decreti.
it	Il primo a cui s'attaccò, fu il padrone della casa dove quello aveva alloggiato, un Carlo Colonna sonator di liuto.
pt	De repente, cessando a reflexão, fitou em mim os olhos de ressaca, e perguntou-me se tinha medo.
pt	Tudo era materia ás curiosidades de Capitú.
pt	Este era aquelle; havia por força alguma photographia de Escobar pequeno que seria o nosso pequeno Ezequiel.
pt	Eramos religiosos, tínhamos o ceu por testemunha.
pt	Ajoelhei-me ao pé do leito, mas como este era alto, fiquei longe das suas caricias: --Não, meu filho, levanta, levanta!
pt	Apalpei-lhe os braços, como se fossem os de Sancha.
pt	Padre futuro, estava assim deante della como de um altar, sendo uma das faces a Epistola e a outra o Evangelho.
pt	José Dias, não tendo presente o valor do sestercio, respondeu enthusiasmado: --É o maior homem da historia!
pt	Supponha que eu não gostasse de ser padre...
pt	Quero só que me não esqueça; não esqueça o velho Padua...
pt	Confessou-me que apenas tivera uma dor de cabeça de nada, mas aggravára o padecimento para que eu fosse divertir-me.
pt	Tudo o que contei no fim do outro capitulo foi obra de um instante.
pt	Eu era um curiosissimo, diria o meu aggregado José Dias, e não diria mal.
pt	Não hei de dissuadir sua mãe de um projecto que é, além de promessa, a ambição e o sonho de longos annos.
pt	É natural; apesar do seminario, não acredita em Deus; eu creio...
pt	A mesma situação nova aggravou a minha paixão.
pt	Nem só os olhos, mas as restantes feições, a cara, o corpo, a pessoa inteira, iam-se apurando com o tempo.
pt	Agora que expliquei o titulo, passo a escrever o livro.
pt	Assim gastámos alguns minutos compridos, até que ella deixou inteiramente a costura, ergueu-se e esperou-me.
pt	Minha mãe dava-lhe de quando em quando alguns cobres.
pt	Corri os olhos pelo ar, buscando algum pensamento que alli deixasse, e não achei nenhum.
pt	Seguiu-se um alto silencio, durante o qual estive a pique de entrar na sala, mas outra força maior, outra emoção...
pt	Ninguem lhe chamava assim lá em casa; era só o aggregado.
pt	Hoje, que me recolhi á minha casmurrice, não sei se ainda ha tal linguagem, mas deve haver.
pt	Eu era então um poço dellas; coaxavam dentro do mim, como verdadeiras rans, a ponto de me tirarem o somno algumas vezes.
pt	Depois, como Padua falasse ao sacristão, baixinho, approximou-se delles; eu fiz a mesma cousa.
pt	Quando eu era moço, representou-se ahi, em não sei que theatro, um drama que acabava pelo juizo final.
pt	Tudo é que você não tenha medo, mostre que ha de vir a ser dono da casa, mostre que quer e que póde.
pt	Manduca, pela sua parte, por mais nojosa que tivesse então a cara, o sorriso que a accendou dissimulou o mal physico.
pt	Queria lel-as outra vez, e lograva entender algum texto, tão recente como no primeiro dia, ainda que mais breve.
en	I will hover near and direct the steel aright.
en	I replied carelessly, and partly in contempt, mentioned the names of my alchemists as the principal authors I had studied.
en	My swelling heart involuntarily pours itself out thus.
en	William and Justine were assassinated, and the murderer escapes; he walks about the world free, and perhaps respected.
en	My own agitation and anguish was extreme during the whole trial.
en	I told the servants not to disturb the family, and went into the library to attend their usual hour of rising.
en	My cheek had grown pale with study, and my person had become emaciated with confinement.
en	She forgot even her own regret in her endeavours to make us forget.
en	Margaret, what comment can I make on the untimely extinction of this glorious spirit?
en	Of what materials was I made that I could thus resist so many shocks, which, like the turning of the wheel, continually renewed the torture?
en	When I was about fifteen years old we had retired to our house near Belrive, when we witnessed a most violent and terrible thunderstorm.
en	Suddenly a heavy storm of rain descended.
en	Snow fell, and the waters were hardened, but I rested not.
en	His limbs were nearly frozen, and his body dreadfully emaciated by fatigue and suffering.
en	He was not, as the other traveller seemed to be, a savage inhabitant of some undiscovered island, but a European.
en	Elizabeth had caught the scarlet fever; her illness was severe, and she was in the greatest danger.
en	But I did not feel the inconvenience of the weather; my imagination was busy in scenes of evil and despair.
en	There was the same candour, the same vivacity, but it was allied to an expression more full of sensibility and intellect.
en	In the mean time I worked on, and my labour was already considerably advanced.
en	But the overflowing misery I now felt, and the excess of agitation that I endured rendered me incapable of any exertion.
en	We watched the rapid progress of the traveller with our telescopes until he was lost among the distant inequalities of the ice.
en	We took our passage on board a vessel bound for Havre-de-Grace and sailed with a fair wind from the Irish shores.
en	Enter the house of mourning, my friend, but with kindness and affection for those who love you, and not with hatred for your enemies.
en	Behold, on these desert seas I have found such a one, but I fear I have gained him only to know his value and lose him.
en	Polluted by crimes and torn by the bitterest remorse, where can I find rest but in death?
en	It was late in autumn when I quitted the district where I had so long resided.
en	But I paused when I reflected on the story that I had to tell.
en	I must not be trifled with, and I demand an answer.
en	The Alps here come closer to the lake, and we approached the amphitheatre of mountains which forms its eastern boundary.
en	Remember the friends around you, who centre all their hopes in you.
